mdp,solver,n,beta,threads,time_sec,residual
Grid_50x50,Jacobi,2500,0.9990,1,0.000000,1.500000000000e+00
Grid_50x50,Jacobi,2500,0.9990,1,0.005012,7.319978734314e-01
Grid_50x50,Jacobi,2500,0.9990,1,0.010015,3.664673515337e-01
Grid_50x50,Jacobi,2500,0.9990,1,0.015017,1.816973892446e-01
Grid_50x50,Jacobi,2500,0.9990,1,0.020023,8.903718476563e-02
Grid_50x50,Jacobi,2500,0.9990,1,0.025023,4.327610820746e-02
Grid_50x50,Jacobi,2500,0.9990,1,0.030029,2.027679446383e-02
Grid_50x50,Jacobi,2500,0.9990,1,0.035031,9.435623475838e-03
Grid_50x50,Jacobi,2500,0.9990,1,0.040037,4.321821284748e-03
Grid_50x50,Jacobi,2500,0.9990,1,0.045038,1.943533047324e-03
Grid_50x50,Jacobi,2500,0.9990,1,0.050042,8.778400658684e-04
Grid_50x50,Jacobi,2500,0.9990,1,0.055047,3.989599583747e-04
Grid_50x50,Jacobi,2500,0.9990,1,0.060052,1.800712259410e-04
Grid_50x50,Jacobi,2500,0.9990,1,0.065053,8.193293842851e-05
Grid_50x50,Jacobi,2500,0.9990,1,0.070059,3.694654787978e-05
Grid_50x50,Jacobi,2500,0.9990,1,0.075061,1.692964406175e-05
Grid_50x50,Jacobi,2500,0.9990,1,0.080066,7.634362418685e-06
Grid_50x50,Jacobi,2500,0.9990,1,0.085067,3.435820417508e-06
Grid_50x50,Jacobi,2500,0.9990,1,0.090073,1.558709527671e-06
Grid_50x50,Jacobi,2500,0.9990,1,0.095073,7.050127805996e-07
Grid_50x50,Jacobi,2500,0.9990,1,0.095073,7.050127805996e-07
Grid_50x50,GaussSeidel,2500,0.9990,1,0.000000,1.500000000000e+00
Grid_50x50,GaussSeidel,2500,0.9990,1,0.005019,1.330627928074e+00
Grid_50x50,GaussSeidel,2500,0.9990,1,0.010029,8.645352896069e-01
Grid_50x50,GaussSeidel,2500,0.9990,1,0.015046,5.598715288598e-01
Grid_50x50,GaussSeidel,2500,0.9990,1,0.020065,3.645794852750e-01
Grid_50x50,GaussSeidel,2500,0.9990,1,0.025080,2.346319994106e-01
Grid_50x50,GaussSeidel,2500,0.9990,1,0.030081,1.510477377924e-01
Grid_50x50,GaussSeidel,2500,0.9990,1,0.035089,9.698661919333e-02
Grid_50x50,GaussSeidel,2500,0.9990,1,0.040104,6.212988782545e-02
Grid_50x50,GaussSeidel,2500,0.9990,1,0.045120,3.984841408260e-02
Grid_50x50,GaussSeidel,2500,0.9990,1,0.050129,2.550700266079e-02
Grid_50x50,GaussSeidel,2500,0.9990,1,0.055130,1.632339418734e-02
Grid_50x50,GaussSeidel,2500,0.9990,1,0.060130,1.047951428382e-02
Grid_50x50,GaussSeidel,2500,0.9990,1,0.065143,6.738281727621e-03
Grid_50x50,GaussSeidel,2500,0.9990,1,0.070148,4.325148808675e-03
Grid_50x50,GaussSeidel,2500,0.9990,1,0.075152,2.766829183884e-03
Grid_50x50,GaussSeidel,2500,0.9990,1,0.080155,1.784710716265e-03
Grid_50x50,GaussSeidel,2500,0.9990,1,0.085170,1.139719945741e-03
Grid_50x50,GaussSeidel,2500,0.9990,1,0.090176,7.314639310607e-04
Grid_50x50,GaussSeidel,2500,0.9990,1,0.095192,4.741622715301e-04
Grid_50x50,GaussSeidel,2500,0.9990,1,0.100206,3.032945055566e-04
Grid_50x50,GaussSeidel,2500,0.9990,1,0.105213,1.946469928953e-04
Grid_50x50,GaussSeidel,2500,0.9990,1,0.110230,1.255455827049e-04
Grid_50x50,GaussSeidel,2500,0.9990,1,0.115241,8.030327330744e-05
Grid_50x50,GaussSeidel,2500,0.9990,1,0.120250,5.145034560883e-05
Grid_50x50,GaussSeidel,2500,0.9990,1,0.125254,3.285446837253e-05
Grid_50x50,GaussSeidel,2500,0.9990,1,0.130256,2.119068585671e-05
Grid_50x50,GaussSeidel,2500,0.9990,1,0.135256,1.355422114102e-05
Grid_50x50,GaussSeidel,2500,0.9990,1,0.140262,8.655253168399e-06
Grid_50x50,GaussSeidel,2500,0.9990,1,0.145267,5.591828539764e-06
Grid_50x50,GaussSeidel,2500,0.9990,1,0.150278,3.570744638637e-06
Grid_50x50,GaussSeidel,2500,0.9990,1,0.155282,2.287767756570e-06
Grid_50x50,GaussSeidel,2500,0.9990,1,0.160302,1.470663846703e-06
Grid_50x50,GaussSeidel,2500,0.9990,1,0.165316,9.501393378741e-07
Grid_50x50,Async_Static,2500,0.9990,4,0.000000,1.875270198051e+00
Grid_50x50,Async_Static,2500,0.9990,4,0.007616,2.893407754993e+00
Grid_50x50,Async_Static,2500,0.9990,4,0.013457,8.530858182835e-01
Grid_50x50,Async_Static,2500,0.9990,4,0.019399,5.444446654556e-01
Grid_50x50,Async_Static,2500,0.9990,4,0.025696,1.877848533572e-01
Grid_50x50,Async_Static,2500,0.9990,4,0.032000,1.060943022194e-01
Grid_50x50,Async_Static,2500,0.9990,4,0.037129,8.244927127066e-02
Grid_50x50,Async_Static,2500,0.9990,4,0.043421,1.595470061329e-02
Grid_50x50,Async_Static,2500,0.9990,4,0.048667,1.126135952745e-02
Grid_50x50,Async_Static,2500,0.9990,4,0.055160,8.815432788424e-03
Grid_50x50,Async_Static,2500,0.9990,4,0.061476,3.045176185196e-03
Grid_50x50,Async_Static,2500,0.9990,4,0.067765,7.660348858280e-04
Grid_50x50,Async_Static,2500,0.9990,4,0.074065,2.419234815534e-04
Grid_50x50,Async_Static,2500,0.9990,4,0.080370,1.116328930948e-04
Grid_50x50,Async_Static,2500,0.9990,4,0.086341,5.863140950169e-05
Grid_50x50,Async_Static,2500,0.9990,4,0.092643,3.035716895283e-05
Grid_50x50,Async_Static,2500,0.9990,4,0.098664,1.408165530847e-05
Grid_50x50,Async_Static,2500,0.9990,4,0.104967,4.454000645637e-06
Grid_50x50,Async_Static,2500,0.9990,4,0.110056,1.629084863453e-06
Grid_50x50,Async_Static,2500,0.9990,4,0.116755,1.198792006107e-06
Grid_50x50,Async_Static,2500,0.9990,4,0.123052,4.659175374400e-07
Grid_50x50,Async_Static,2500,0.9990,4,0.123100,4.659175374400e-07
Grid_50x50,Async_Shuffled,2500,0.9990,4,0.000000,3.553609146248e+00
Grid_50x50,Async_Shuffled,2500,0.9990,4,0.006372,2.077356296131e+00
Grid_50x50,Async_Shuffled,2500,0.9990,4,0.011961,1.033664056964e+00
Grid_50x50,Async_Shuffled,2500,0.9990,4,0.018266,4.782693006632e-01
Grid_50x50,Async_Shuffled,2500,0.9990,4,0.024575,2.692024884509e-01
Grid_50x50,Async_Shuffled,2500,0.9990,4,0.030880,1.908653512758e-01
Grid_50x50,Async_Shuffled,2500,0.9990,4,0.036983,9.574435526793e-02
Grid_50x50,Async_Shuffled,2500,0.9990,4,0.043286,3.321754828926e-02
Grid_50x50,Async_Shuffled,2500,0.9990,4,0.049172,1.754012577612e-02
Grid_50x50,Async_Shuffled,2500,0.9990,4,0.055651,7.745846087118e-03
Grid_50x50,Async_Shuffled,2500,0.9990,4,0.062095,7.528606024380e-03
Grid_50x50,Async_Shuffled,2500,0.9990,4,0.068402,3.209484929357e-03
Grid_50x50,Async_Shuffled,2500,0.9990,4,0.074700,1.362994835517e-03
Grid_50x50,Async_Shuffled,2500,0.9990,4,0.081004,9.370731597755e-04
Grid_50x50,Async_Shuffled,2500,0.9990,4,0.087304,3.332134424454e-04
Grid_50x50,Async_Shuffled,2500,0.9990,4,0.093602,1.881735111056e-04
Grid_50x50,Async_Shuffled,2500,0.9990,4,0.099902,1.219431221671e-04
Grid_50x50,Async_Shuffled,2500,0.9990,4,0.106209,4.727112604996e-05
Grid_50x50,Async_Shuffled,2500,0.9990,4,0.112565,2.789165614558e-05
Grid_50x50,Async_Shuffled,2500,0.9990,4,0.118912,1.056329824678e-05
Grid_50x50,Async_Shuffled,2500,0.9990,4,0.125228,5.963652029095e-06
Grid_50x50,Async_Shuffled,2500,0.9990,4,0.131554,2.534656687203e-06
Grid_50x50,Async_Shuffled,2500,0.9990,4,0.137898,1.211488324770e-06
Grid_50x50,Async_Shuffled,2500,0.9990,4,0.144235,5.708811841032e-07
Grid_50x50,Async_Shuffled,2500,0.9990,4,0.144273,5.708811841032e-07
Grid_50x50,Async_TopKGS,2500,0.9990,4,0.000000,1.500000000000e+00
Grid_50x50,Async_TopKGS,2500,0.9990,4,0.006397,2.794482740303e+00
Grid_50x50,Async_TopKGS,2500,0.9990,4,0.012664,2.855322399769e+00
Grid_50x50,Async_TopKGS,2500,0.9990,4,0.018928,2.589803776513e+00
Grid_50x50,Async_TopKGS,2500,0.9990,4,0.025192,2.216858133821e+00
Grid_50x50,Async_TopKGS,2500,0.9990,4,0.031459,1.996865052246e+00
Grid_50x50,Async_TopKGS,2500,0.9990,4,0.037722,1.668896156921e+00
Grid_50x50,Async_TopKGS,2500,0.9990,4,0.043673,1.729267051667e+00
Grid_50x50,Async_TopKGS,2500,0.9990,4,0.049941,1.548935702227e+00
Grid_50x50,Async_TopKGS,2500,0.9990,4,0.056206,1.396956398601e+00
Grid_50x50,Async_TopKGS,2500,0.9990,4,0.061952,1.237980524272e+00
Grid_50x50,Async_TopKGS,2500,0.9990,4,0.068108,1.138404535908e+00
Grid_50x50,Async_TopKGS,2500,0.9990,4,0.074376,1.020416951912e+00
Grid_50x50,Async_TopKGS,2500,0.9990,4,0.080639,9.549660400284e-01
Grid_50x50,Async_TopKGS,2500,0.9990,4,0.086902,8.747005390616e-01
Grid_50x50,Async_TopKGS,2500,0.9990,4,0.093166,8.587521377083e-01
Grid_50x50,Async_TopKGS,2500,0.9990,4,0.099429,7.154376467288e-01
Grid_50x50,Async_TopKGS,2500,0.9990,4,0.105695,6.419489945000e-01
Grid_50x50,Async_TopKGS,2500,0.9990,4,0.111959,6.815347750749e-01
Grid_50x50,Async_TopKGS,2500,0.9990,4,0.118286,5.464245291948e-01
Grid_50x50,Async_TopKGS,2500,0.9990,4,0.124550,5.236449445455e-01
Grid_50x50,Async_TopKGS,2500,0.9990,4,0.130820,4.199469565708e-01
Grid_50x50,Async_TopKGS,2500,0.9990,4,0.137108,4.169261214392e-01
Grid_50x50,Async_TopKGS,2500,0.9990,4,0.143374,3.853626117045e-01
Grid_50x50,Async_TopKGS,2500,0.9990,4,0.149639,3.204027337595e-01
Grid_50x50,Async_TopKGS,2500,0.9990,4,0.155903,3.321435994669e-01
Grid_50x50,Async_TopKGS,2500,0.9990,4,0.162167,2.925290117914e-01
Grid_50x50,Async_TopKGS,2500,0.9990,4,0.168497,2.421693045690e-01
Grid_50x50,Async_TopKGS,2500,0.9990,4,0.174764,2.517289200334e-01
Grid_50x50,Async_TopKGS,2500,0.9990,4,0.181031,2.343438445193e-01
Grid_50x50,Async_TopKGS,2500,0.9990,4,0.187293,1.978428100067e-01
Grid_50x50,Async_TopKGS,2500,0.9990,4,0.193556,1.712508080730e-01
Grid_50x50,Async_TopKGS,2500,0.9990,4,0.199820,1.583303735495e-01
Grid_50x50,Async_TopKGS,2500,0.9990,4,0.206085,1.540510575239e-01
Grid_50x50,Async_TopKGS,2500,0.9990,4,0.212346,1.382945126900e-01
Grid_50x50,Async_TopKGS,2500,0.9990,4,0.218675,1.269108471643e-01
Grid_50x50,Async_TopKGS,2500,0.9990,4,0.224937,1.275066069129e-01
Grid_50x50,Async_TopKGS,2500,0.9990,4,0.231200,1.173273923430e-01
Grid_50x50,Async_TopKGS,2500,0.9990,4,0.237465,9.171782788076e-02
Grid_50x50,Async_TopKGS,2500,0.9990,4,0.243624,8.252691415942e-02
Grid_50x50,Async_TopKGS,2500,0.9990,4,0.249887,7.407783128042e-02
Grid_50x50,Async_TopKGS,2500,0.9990,4,0.256151,6.768109851146e-02
Grid_50x50,Async_TopKGS,2500,0.9990,4,0.261390,6.298067166404e-02
Grid_50x50,Async_TopKGS,2500,0.9990,4,0.267653,6.558338827062e-02
Grid_50x50,Async_TopKGS,2500,0.9990,4,0.273345,5.046822925010e-02
Grid_50x50,Async_TopKGS,2500,0.9990,4,0.279609,4.714759503213e-02
Grid_50x50,Async_TopKGS,2500,0.9990,4,0.285872,4.613321917282e-02
Grid_50x50,Async_TopKGS,2500,0.9990,4,0.292135,4.046122755858e-02
Grid_50x50,Async_TopKGS,2500,0.9990,4,0.298425,3.448339745682e-02
Grid_50x50,Async_TopKGS,2500,0.9990,4,0.304692,3.367960143214e-02
Grid_50x50,Async_TopKGS,2500,0.9990,4,0.310959,3.232357076331e-02
Grid_50x50,Async_TopKGS,2500,0.9990,4,0.317225,2.792217198726e-02
Grid_50x50,Async_TopKGS,2500,0.9990,4,0.323488,2.472937102107e-02
Grid_50x50,Async_TopKGS,2500,0.9990,4,0.329800,2.320409631238e-02
Grid_50x50,Async_TopKGS,2500,0.9990,4,0.336062,2.181216353461e-02
Grid_50x50,Async_TopKGS,2500,0.9990,4,0.342325,1.806115872591e-02
Grid_50x50,Async_TopKGS,2500,0.9990,4,0.348587,1.734418907017e-02
Grid_50x50,Async_TopKGS,2500,0.9990,4,0.354849,1.771454947630e-02
Grid_50x50,Async_TopKGS,2500,0.9990,4,0.361111,1.364643531565e-02
Grid_50x50,Async_TopKGS,2500,0.9990,4,0.367374,1.226609259015e-02
Grid_50x50,Async_TopKGS,2500,0.9990,4,0.373636,1.136895726313e-02
Grid_50x50,Async_TopKGS,2500,0.9990,4,0.379944,1.069879200963e-02
Grid_50x50,Async_TopKGS,2500,0.9990,4,0.386206,9.224734610598e-03
Grid_50x50,Async_TopKGS,2500,0.9990,4,0.392469,9.239628107935e-03
Grid_50x50,Async_TopKGS,2500,0.9990,4,0.398734,8.449132156329e-03
Grid_50x50,Async_TopKGS,2500,0.9990,4,0.404998,6.958195212064e-03
Grid_50x50,Async_TopKGS,2500,0.9990,4,0.411262,6.856473332164e-03
Grid_50x50,Async_TopKGS,2500,0.9990,4,0.417525,5.494015385239e-03
Grid_50x50,Async_TopKGS,2500,0.9990,4,0.423787,5.464853213653e-03
Grid_50x50,Async_TopKGS,2500,0.9990,4,0.430107,5.354004953915e-03
Grid_50x50,Async_TopKGS,2500,0.9990,4,0.436375,4.836631609123e-03
Grid_50x50,Async_TopKGS,2500,0.9990,4,0.442639,4.235353581180e-03
Grid_50x50,Async_TopKGS,2500,0.9990,4,0.448904,3.504777431772e-03
Grid_50x50,Async_TopKGS,2500,0.9990,4,0.454068,3.378376332421e-03
Grid_50x50,Async_TopKGS,2500,0.9990,4,0.460341,3.402677743452e-03
Grid_50x50,Async_TopKGS,2500,0.9990,4,0.466603,3.055582061052e-03
Grid_50x50,Async_TopKGS,2500,0.9990,4,0.472865,2.447329984534e-03
Grid_50x50,Async_TopKGS,2500,0.9990,4,0.478609,3.330845244591e-03
Grid_50x50,Async_TopKGS,2500,0.9990,4,0.484947,2.408150025985e-03
Grid_50x50,Async_TopKGS,2500,0.9990,4,0.491210,2.016987668640e-03
Grid_50x50,Async_TopKGS,2500,0.9990,4,0.497473,1.949002866468e-03
Grid_50x50,Async_TopKGS,2500,0.9990,4,0.503736,1.899967207464e-03
Grid_50x50,Async_TopKGS,2500,0.9990,4,0.510004,1.515713596291e-03
Grid_50x50,Async_TopKGS,2500,0.9990,4,0.516267,1.429329600342e-03
Grid_50x50,Async_TopKGS,2500,0.9990,4,0.522530,1.247182280167e-03
Grid_50x50,Async_TopKGS,2500,0.9990,4,0.528792,1.151877336952e-03
Grid_50x50,Async_TopKGS,2500,0.9990,4,0.535114,1.119154124808e-03
Grid_50x50,Async_TopKGS,2500,0.9990,4,0.541376,9.339430844193e-04
Grid_50x50,Async_TopKGS,2500,0.9990,4,0.547640,9.285171195188e-04
Grid_50x50,Async_TopKGS,2500,0.9990,4,0.553902,7.903488956345e-04
Grid_50x50,Async_TopKGS,2500,0.9990,4,0.560166,7.256875062467e-04
Grid_50x50,Async_TopKGS,2500,0.9990,4,0.566429,6.578417253422e-04
Grid_50x50,Async_TopKGS,2500,0.9990,4,0.572696,6.610059908780e-04
Grid_50x50,Async_TopKGS,2500,0.9990,4,0.578960,6.092698693010e-04
Grid_50x50,Async_TopKGS,2500,0.9990,4,0.585275,4.670146622630e-04
Grid_50x50,Async_TopKGS,2500,0.9990,4,0.591539,4.857601938966e-04
Grid_50x50,Async_TopKGS,2500,0.9990,4,0.597807,4.697924541688e-04
Grid_50x50,Async_TopKGS,2500,0.9990,4,0.604078,3.856203193209e-04
Grid_50x50,Async_TopKGS,2500,0.9990,4,0.609594,2.963145232115e-04
Grid_50x50,Async_TopKGS,2500,0.9990,4,0.615858,3.352562696364e-04
Grid_50x50,Async_TopKGS,2500,0.9990,4,0.622122,3.231718355892e-04
Grid_50x50,Async_TopKGS,2500,0.9990,4,0.628386,2.934896829174e-04
Grid_50x50,Async_TopKGS,2500,0.9990,4,0.634649,2.833897833625e-04
Grid_50x50,Async_TopKGS,2500,0.9990,4,0.640963,2.384324595823e-04
Grid_50x50,Async_TopKGS,2500,0.9990,4,0.647226,1.920894128489e-04
Grid_50x50,Async_TopKGS,2500,0.9990,4,0.653489,1.954956671852e-04
Grid_50x50,Async_TopKGS,2500,0.9990,4,0.659752,1.866766092462e-04
Grid_50x50,Async_TopKGS,2500,0.9990,4,0.666015,1.702987931367e-04
Grid_50x50,Async_TopKGS,2500,0.9990,4,0.672277,1.593745712398e-04
Grid_50x50,Async_TopKGS,2500,0.9990,4,0.677551,1.261471622911e-04
Grid_50x50,Async_TopKGS,2500,0.9990,4,0.682802,1.333229633929e-04
Grid_50x50,Async_TopKGS,2500,0.9990,4,0.689065,1.159465014098e-04
Grid_50x50,Async_TopKGS,2500,0.9990,4,0.695399,1.105014760014e-04
Grid_50x50,Async_TopKGS,2500,0.9990,4,0.701662,1.044745104082e-04
Grid_50x50,Async_TopKGS,2500,0.9990,4,0.707925,9.626777659832e-05
Grid_50x50,Async_TopKGS,2500,0.9990,4,0.714188,8.531381718058e-05
Grid_50x50,Async_TopKGS,2500,0.9990,4,0.720453,7.437547992595e-05
Grid_50x50,Async_TopKGS,2500,0.9990,4,0.726716,6.897588764332e-05
Grid_50x50,Async_TopKGS,2500,0.9990,4,0.732981,6.246132829801e-05
Grid_50x50,Async_TopKGS,2500,0.9990,4,0.739245,5.481005337060e-05
Grid_50x50,Async_TopKGS,2500,0.9990,4,0.745585,4.939853010910e-05
Grid_50x50,Async_TopKGS,2500,0.9990,4,0.751848,4.936200434713e-05
Grid_50x50,Async_TopKGS,2500,0.9990,4,0.758112,4.799188377547e-05
Grid_50x50,Async_TopKGS,2500,0.9990,4,0.764374,3.919398454855e-05
Grid_50x50,Async_TopKGS,2500,0.9990,4,0.770641,3.432161975070e-05
Grid_50x50,Async_TopKGS,2500,0.9990,4,0.776907,3.457654202066e-05
Grid_50x50,Async_TopKGS,2500,0.9990,4,0.783169,3.470258184279e-05
Grid_50x50,Async_TopKGS,2500,0.9990,4,0.789432,2.456227889525e-05
Grid_50x50,Async_TopKGS,2500,0.9990,4,0.795770,2.409176681795e-05
Grid_50x50,Async_TopKGS,2500,0.9990,4,0.802033,2.559288873272e-05
Grid_50x50,Async_TopKGS,2500,0.9990,4,0.808296,1.871688664323e-05
Grid_50x50,Async_TopKGS,2500,0.9990,4,0.813726,1.950140426743e-05
Grid_50x50,Async_TopKGS,2500,0.9990,4,0.819988,1.723102559481e-05
Grid_50x50,Async_TopKGS,2500,0.9990,4,0.826251,1.401527470080e-05
Grid_50x50,Async_TopKGS,2500,0.9990,4,0.832536,1.375418105454e-05
Grid_50x50,Async_TopKGS,2500,0.9990,4,0.838801,1.147330885942e-05
Grid_50x50,Async_TopKGS,2500,0.9990,4,0.845069,1.170619088953e-05
Grid_50x50,Async_TopKGS,2500,0.9990,4,0.851386,1.197412370857e-05
Grid_50x50,Async_TopKGS,2500,0.9990,4,0.857650,1.055964298757e-05
Grid_50x50,Async_TopKGS,2500,0.9990,4,0.863914,9.050247626874e-06
Grid_50x50,Async_TopKGS,2500,0.9990,4,0.870176,7.961500614329e-06
Grid_50x50,Async_TopKGS,2500,0.9990,4,0.876443,7.174697429946e-06
Grid_50x50,Async_TopKGS,2500,0.9990,4,0.882709,7.101580422386e-06
Grid_50x50,Async_TopKGS,2500,0.9990,4,0.888973,5.920173180129e-06
Grid_50x50,Async_TopKGS,2500,0.9990,4,0.895274,4.789050763065e-06
Grid_50x50,Async_TopKGS,2500,0.9990,4,0.901608,4.719275466414e-06
Grid_50x50,Async_TopKGS,2500,0.9990,4,0.907873,4.922918151351e-06
Grid_50x50,Async_TopKGS,2500,0.9990,4,0.914137,4.699225883087e-06
Grid_50x50,Async_TopKGS,2500,0.9990,4,0.920402,4.009835947727e-06
Grid_50x50,Async_TopKGS,2500,0.9990,4,0.926668,4.896640348306e-06
Grid_50x50,Async_TopKGS,2500,0.9990,4,0.932931,3.668203362395e-06
Grid_50x50,Async_TopKGS,2500,0.9990,4,0.939200,3.115571871604e-06
Grid_50x50,Async_TopKGS,2500,0.9990,4,0.945465,2.568377567513e-06
Grid_50x50,Async_TopKGS,2500,0.9990,4,0.951789,3.084997615588e-06
Grid_50x50,Async_TopKGS,2500,0.9990,4,0.958055,2.061585064439e-06
Grid_50x50,Async_TopKGS,2500,0.9990,4,0.964318,2.547734538894e-06
Grid_50x50,Async_TopKGS,2500,0.9990,4,0.970585,2.142450512110e-06
Grid_50x50,Async_TopKGS,2500,0.9990,4,0.976847,2.000474296437e-06
Grid_50x50,Async_TopKGS,2500,0.9990,4,0.983109,1.530238478153e-06
Grid_50x50,Async_TopKGS,2500,0.9990,4,0.988407,1.647626959311e-06
Grid_50x50,Async_TopKGS,2500,0.9990,4,0.994669,1.214961457663e-06
Grid_50x50,Async_TopKGS,2500,0.9990,4,1.000933,1.094052777262e-06
Grid_50x50,Async_TopKGS,2500,0.9990,4,1.007251,1.270587972613e-06
Grid_50x50,Async_TopKGS,2500,0.9990,4,1.013514,9.707628123579e-07
Grid_50x50,Async_TopKGS,2500,0.9990,4,1.013539,9.707628123579e-07
Grid_50x50,Async_CATopKGS,2500,0.9990,4,0.000000,1.500000000000e+00
Grid_50x50,Async_CATopKGS,2500,0.9990,4,0.006348,3.673779239948e+00
Grid_50x50,Async_CATopKGS,2500,0.9990,4,0.012651,3.300734443479e+00
Grid_50x50,Async_CATopKGS,2500,0.9990,4,0.018925,3.503327175410e+00
Grid_50x50,Async_CATopKGS,2500,0.9990,4,0.025193,3.059445765565e+00
Grid_50x50,Async_CATopKGS,2500,0.9990,4,0.031461,2.901877063600e+00
Grid_50x50,Async_CATopKGS,2500,0.9990,4,0.037840,3.118298065804e+00
Grid_50x50,Async_CATopKGS,2500,0.9990,4,0.044113,3.166358077746e+00
Grid_50x50,Async_CATopKGS,2500,0.9990,4,0.050434,2.965472190844e+00
Grid_50x50,Async_CATopKGS,2500,0.9990,4,0.056758,2.679391334519e+00
Grid_50x50,Async_CATopKGS,2500,0.9990,4,0.063022,2.920787139753e+00
Grid_50x50,Async_CATopKGS,2500,0.9990,4,0.069425,2.702065483277e+00
Grid_50x50,Async_CATopKGS,2500,0.9990,4,0.075693,2.707499855716e+00
Grid_50x50,Async_CATopKGS,2500,0.9990,4,0.081983,2.706562151266e+00
Grid_50x50,Async_CATopKGS,2500,0.9990,4,0.088247,2.659314137082e+00
Grid_50x50,Async_CATopKGS,2500,0.9990,4,0.094514,2.424793996320e+00
Grid_50x50,Async_CATopKGS,2500,0.9990,4,0.100778,2.457897946398e+00
Grid_50x50,Async_CATopKGS,2500,0.9990,4,0.107105,2.264151180830e+00
Grid_50x50,Async_CATopKGS,2500,0.9990,4,0.113398,2.163218722292e+00
Grid_50x50,Async_CATopKGS,2500,0.9990,4,0.119746,2.088228359950e+00
Grid_50x50,Async_CATopKGS,2500,0.9990,4,0.125926,2.167124778862e+00
Grid_50x50,Async_CATopKGS,2500,0.9990,4,0.132188,2.216669331608e+00
Grid_50x50,Async_CATopKGS,2500,0.9990,4,0.138479,2.192759017536e+00
Grid_50x50,Async_CATopKGS,2500,0.9990,4,0.144791,2.084827207251e+00
Grid_50x50,Async_CATopKGS,2500,0.9990,4,0.151060,1.976555784013e+00
Grid_50x50,Async_CATopKGS,2500,0.9990,4,0.157386,2.051426254862e+00
Grid_50x50,Async_CATopKGS,2500,0.9990,4,0.163649,1.914795240447e+00
Grid_50x50,Async_CATopKGS,2500,0.9990,4,0.168709,1.878167228759e+00
Grid_50x50,Async_CATopKGS,2500,0.9990,4,0.174976,1.846564720746e+00
Grid_50x50,Async_CATopKGS,2500,0.9990,4,0.181291,1.903288025420e+00
Grid_50x50,Async_CATopKGS,2500,0.9990,4,0.187555,1.769662943192e+00
Grid_50x50,Async_CATopKGS,2500,0.9990,4,0.193819,1.458901828862e+00
Grid_50x50,Async_CATopKGS,2500,0.9990,4,0.200125,1.685235072988e+00
Grid_50x50,Async_CATopKGS,2500,0.9990,4,0.206422,1.588245090836e+00
Grid_50x50,Async_CATopKGS,2500,0.9990,4,0.212757,1.662126383553e+00
Grid_50x50,Async_CATopKGS,2500,0.9990,4,0.219078,1.705894377310e+00
Grid_50x50,Async_CATopKGS,2500,0.9990,4,0.225344,1.552411536922e+00
Grid_50x50,Async_CATopKGS,2500,0.9990,4,0.231617,1.569495177857e+00
Grid_50x50,Async_CATopKGS,2500,0.9990,4,0.237859,1.436228341474e+00
Grid_50x50,Async_CATopKGS,2500,0.9990,4,0.244180,1.288753426538e+00
Grid_50x50,Async_CATopKGS,2500,0.9990,4,0.250443,1.308036179894e+00
Grid_50x50,Async_CATopKGS,2500,0.9990,4,0.256756,1.285392147192e+00
Grid_50x50,Async_CATopKGS,2500,0.9990,4,0.263084,1.460212874526e+00
Grid_50x50,Async_CATopKGS,2500,0.9990,4,0.269418,1.352005540792e+00
Grid_50x50,Async_CATopKGS,2500,0.9990,4,0.275680,1.342076624471e+00
Grid_50x50,Async_CATopKGS,2500,0.9990,4,0.281962,1.226666539432e+00
Grid_50x50,Async_CATopKGS,2500,0.9990,4,0.288228,1.225274212178e+00
Grid_50x50,Async_CATopKGS,2500,0.9990,4,0.294515,1.040577108666e+00
Grid_50x50,Async_CATopKGS,2500,0.9990,4,0.300786,1.262038706189e+00
Grid_50x50,Async_CATopKGS,2500,0.9990,4,0.307056,1.163554301866e+00
Grid_50x50,Async_CATopKGS,2500,0.9990,4,0.313262,1.187200462611e+00
Grid_50x50,Async_CATopKGS,2500,0.9990,4,0.319538,1.043583574603e+00
Grid_50x50,Async_CATopKGS,2500,0.9990,4,0.325833,1.102638366674e+00
Grid_50x50,Async_CATopKGS,2500,0.9990,4,0.332116,9.576102291901e-01
Grid_50x50,Async_CATopKGS,2500,0.9990,4,0.337755,1.041034589245e+00
Grid_50x50,Async_CATopKGS,2500,0.9990,4,0.344020,9.392499717378e-01
Grid_50x50,Async_CATopKGS,2500,0.9990,4,0.350306,1.018329548927e+00
Grid_50x50,Async_CATopKGS,2500,0.9990,4,0.356596,9.481414467218e-01
Grid_50x50,Async_CATopKGS,2500,0.9990,4,0.362859,8.927832527849e-01
Grid_50x50,Async_CATopKGS,2500,0.9990,4,0.369212,9.857221444108e-01
Grid_50x50,Async_CATopKGS,2500,0.9990,4,0.375481,9.220982083914e-01
Grid_50x50,Async_CATopKGS,2500,0.9990,4,0.380759,9.077442100778e-01
Grid_50x50,Async_CATopKGS,2500,0.9990,4,0.387024,8.692530730272e-01
Grid_50x50,Async_CATopKGS,2500,0.9990,4,0.393287,8.987112145049e-01
Grid_50x50,Async_CATopKGS,2500,0.9990,4,0.399555,8.241518126878e-01
Grid_50x50,Async_CATopKGS,2500,0.9990,4,0.405819,8.699471316069e-01
Grid_50x50,Async_CATopKGS,2500,0.9990,4,0.411209,8.551432222906e-01
Grid_50x50,Async_CATopKGS,2500,0.9990,4,0.417476,8.663444562090e-01
